order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
25476,1311,2025-02-23,483,9,30.76,276.84,Completed,2025-02-26
25477,4227,2025-04-02,412,1,136.18,136.18,Completed,2025-04-07
25478,858,2023-06-01,255,6,482.09,2892.54,Completed,2023-06-07
25479,4252,2023-07-13,16,8,265.61,2124.88,Completed,2023-07-17
25480,81,2024-09-25,302,7,416.44,2915.08,Pending,
25481,8816,2024-09-10,129,9,431.35,3882.15,Completed,2024-09-17
25482,7472,2024-02-28,500,7,113.46,794.22,Completed,2024-03-03
25483,3273,2022-06-29,427,4,395.87,1583.48,Completed,2022-07-03
25484,7286,2024-12-29,308,10,236.03,2360.30,Cancelled,
25485,9671,2023-03-28,283,7,104.13,728.91,Completed,2023-04-01
25486,6702,2025-07-24,47,10,54.08,540.80,Completed,2025-07-26
25487,1500,2023-12-22,363,3,99.55,298.65,Completed,2023-12-27
25488,3734,2024-12-18,240,3,19.34,58.02,Completed,2024-12-21
25489,9763,2023-02-14,464,9,17.25,155.25,Pending,
25490,1320,2024-05-13,109,8,156.37,1250.96,Completed,2024-05-14
25491,4497,2026-04-21,145,4,470.99,1883.96,Completed,2026-04-24
25492,5211,2026-01-17,161,10,241.20,2412.00,Completed,2026-01-22
25493,7612,2025-04-21,83,7,201.24,1408.68,Completed,2025-04-23
25494,6290,2024-06-01,453,4,489.33,1957.32,Completed,2024-06-03
25495,9195,2023-06-19,373,7,116.04,812.28,Completed,2023-06-26
25496,5236,2026-03-19,176,1,467.86,467.86,Completed,2026-03-20
25497,3559,2026-02-04,252,7,285.13,1995.91,Completed,2026-02-08
25498,1032,2023-12-24,338,4,188.21,752.84,Cancelled,
25499,5778,2022-01-25,387,8,158.26,1266.08,Cancelled,
25500,4134,2022-05-29,446,2,214.55,429.10,Completed,2022-06-02
25501,1097,2025-03-05,267,10,384.69,3846.90,Completed,2025-03-11
25502,7840,2025-10-13,40,4,172.95,691.80,Completed,2025-10-13
25503,5503,2023-02-16,180,6,478.70,2872.20,Completed,2023-02-21
25504,1355,2023-01-29,202,3,29.58,88.74,Completed,2023-02-02
25505,5168,2022-07-15,237,6,202.64,1215.84,Completed,2022-07-18
25506,5215,2023-07-06,34,3,268.68,806.04,Cancelled,
25507,988,2022-05-21,312,1,135.47,135.47,Completed,2022-05-25
25508,3158,2024-05-09,406,10,281.21,2812.10,Completed,2024-05-14
25509,5611,2024-04-30,350,9,496.46,4468.14,Completed,2024-05-07
25510,1540,2024-12-08,133,5,323.71,1618.55,Completed,2024-12-09
25511,6099,2022-11-21,426,8,317.16,2537.28,Completed,2022-11-22
25512,1037,2024-07-16,404,7,304.52,2131.64,Completed,2024-07-19
25513,4360,2025-08-20,381,7,57.86,405.02,Completed,2025-08-26
25514,5739,2023-04-19,290,3,114.76,344.28,Pending,
25515,5188,2024-01-03,157,9,139.19,1252.71,Completed,2024-01-04
25516,7867,2026-01-04,393,10,438.24,4382.40,Completed,2026-01-09
25517,6689,2025-11-01,270,7,324.96,2274.72,Completed,2025-11-05
25518,9503,2025-02-27,244,7,67.93,475.51,Completed,2025-02-27
25519,6247,2023-10-16,230,7,23.27,162.89,Cancelled,
25520,2908,2024-11-23,78,6,473.71,2842.26,Completed,2024-11-26
25521,4702,2024-04-26,159,6,30.63,183.78,Completed,2024-05-01
25522,3371,2025-12-26,225,1,348.57,348.57,Completed,2025-12-29
25523,9221,2023-06-13,440,4,181.60,726.40,Completed,2023-06-17
25524,8931,2025-08-04,127,4,257.30,1029.20,Cancelled,
25525,9742,2024-06-04,44,1,487.13,487.13,Completed,2024-06-06
25526,5631,2026-05-08,137,1,189.52,189.52,Completed,2026-05-13
25527,5907,2022-06-25,420,6,131.43,788.58,Completed,2022-06-25
25528,9357,2025-03-04,324,5,11.24,56.20,Completed,2025-03-04
25529,8313,2026-05-08,495,4,463.57,1854.28,Completed,2026-05-09
25530,6001,2022-02-03,194,9,53.98,485.82,Completed,2022-02-05
25531,8833,2024-10-17,194,1,53.98,53.98,Completed,2024-10-20
25532,799,2023-06-12,72,4,228.72,914.88,Completed,2023-06-16
25533,7885,2025-07-07,98,3,251.58,754.74,Completed,2025-07-09
25534,2249,2022-01-18,26,7,338.07,2366.49,Completed,2022-01-24
25535,3869,2024-05-11,431,4,223.60,894.40,Completed,2024-05-18
25536,3379,2024-09-14,216,1,468.14,468.14,Pending,
25537,1653,2023-11-01,83,3,201.24,603.72,Completed,2023-11-01
25538,6562,2024-07-22,455,6,222.37,1334.22,Completed,2024-07-24
25539,1824,2022-08-14,155,7,6.82,47.74,Completed,2022-08-14
25540,5090,2022-06-30,461,5,53.75,268.75,Cancelled,
25541,3877,2023-09-04,305,10,65.37,653.70,Completed,2023-09-09
25542,5618,2025-02-06,301,8,155.82,1246.56,Completed,2025-02-07
25543,9953,2026-08-06,315,2,435.19,870.38,Completed,2026-08-06
25544,6049,2024-09-12,337,7,286.02,2002.14,Pending,
25545,6098,2024-05-05,140,2,473.52,947.04,Completed,2024-05-07
25546,6977,2022-07-03,260,3,383.21,1149.63,Cancelled,
25547,3811,2024-01-02,205,5,468.76,2343.80,Cancelled,
25548,2318,2026-07-13,215,2,275.86,551.72,Completed,2026-07-14
25549,8374,2022-03-05,168,5,187.13,935.65,Completed,2022-03-08
25550,5732,2025-06-12,410,6,321.71,1930.26,Completed,2025-06-16
25551,5488,2024-04-15,238,3,126.48,379.44,Completed,2024-04-16
25552,1415,2025-03-19,455,8,222.37,1778.96,Completed,2025-03-22
25553,9819,2023-10-03,127,2,257.30,514.60,Completed,2023-10-09
25554,3841,2022-02-20,2,3,56.23,168.69,Cancelled,
25555,6747,2025-07-04,337,6,286.02,1716.12,Completed,2025-07-10
25556,1974,2023-12-17,57,5,263.74,1318.70,Completed,2023-12-17
25557,8300,2024-09-23,282,6,37.02,222.12,Completed,2024-09-28
25558,5923,2024-10-08,162,4,160.88,643.52,Cancelled,
25559,8403,2024-08-03,104,3,44.47,133.41,Pending,
25560,6091,2023-06-24,294,3,180.29,540.87,Cancelled,
25561,1993,2022-10-29,71,6,11.63,69.78,Pending,
25562,7102,2026-08-08,225,1,348.57,348.57,Completed,2026-08-10
25563,5180,2026-05-13,74,8,432.03,3456.24,Pending,
25564,7160,2022-01-19,180,2,478.70,957.40,Completed,2022-01-21
25565,4163,2025-02-18,195,3,143.99,431.97,Completed,2025-02-25
25566,4025,2026-01-23,288,5,314.70,1573.50,Completed,2026-01-27
25567,962,2025-04-24,61,8,27.96,223.68,Completed,2025-04-29
25568,2585,2025-01-12,107,7,207.81,1454.67,Completed,2025-01-15
25569,650,2024-05-28,9,4,494.27,1977.08,Completed,2024-05-28
25570,7168,2024-02-12,297,7,497.31,3481.17,Completed,2024-02-16
25571,9193,2022-10-26,227,3,331.89,995.67,Completed,2022-10-31
25572,947,2026-05-30,86,1,296.03,296.03,Completed,2026-06-01
25573,3945,2024-07-26,182,8,448.37,3586.96,Completed,2024-07-30
25574,5959,2025-09-11,2,4,56.23,224.92,Completed,2025-09-12
25575,3132,2025-05-02,73,9,419.34,3774.06,Pending,
25576,8193,2026-04-14,296,7,460.09,3220.63,Pending,
25577,3152,2023-12-19,246,2,219.91,439.82,Completed,2023-12-19
25578,6307,2025-02-03,328,2,477.13,954.26,Completed,2025-02-08
25579,9461,2024-09-25,256,7,81.45,570.15,Completed,2024-09-30
25580,1232,2023-11-22,331,10,465.63,4656.30,Completed,2023-11-25
25581,8551,2024-09-10,134,7,92.05,644.35,Completed,2024-09-17
25582,8654,2026-07-04,260,5,383.21,1916.05,Completed,2026-07-05
25583,4274,2022-08-21,314,9,195.00,1755.00,Pending,
25584,8621,2022-09-04,176,3,467.86,1403.58,Completed,2022-09-07
25585,3097,2024-01-03,485,2,219.55,439.10,Cancelled,
25586,6634,2024-03-20,363,7,99.55,696.85,Completed,2024-03-23
25587,1396,2022-09-06,461,9,53.75,483.75,Cancelled,
25588,1926,2023-11-06,86,4,296.03,1184.12,Completed,2023-11-07
25589,4736,2024-03-13,147,6,197.93,1187.58,Completed,2024-03-15
25590,2992,2022-01-01,440,3,181.60,544.80,Completed,2022-01-05
25591,8287,2022-11-02,302,5,416.44,2082.20,Completed,2022-11-06
25592,8801,2025-02-14,291,5,83.86,419.30,Completed,2025-02-18
25593,7353,2025-01-21,297,7,497.31,3481.17,Completed,2025-01-27
25594,3195,2023-09-24,129,2,431.35,862.70,Completed,2023-09-24
25595,6585,2024-03-15,286,4,487.00,1948.00,Completed,2024-03-22
25596,8125,2024-12-11,312,7,135.47,948.29,Completed,2024-12-18
25597,9075,2023-02-10,60,8,145.93,1167.44,Completed,2023-02-14
25598,6546,2025-07-17,171,6,327.84,1967.04,Completed,2025-07-17
25599,6170,2026-06-16,348,2,104.69,209.38,Completed,2026-06-18
25600,4829,2024-02-10,356,10,235.63,2356.30,Completed,2024-02-14
25601,9086,2024-09-15,308,3,236.03,708.09,Completed,2024-09-21
25602,291,2024-04-27,494,6,24.12,144.72,Pending,
25603,9744,2025-07-30,475,10,113.18,1131.80,Completed,2025-08-01
25604,99,2026-07-27,276,10,476.43,4764.30,Completed,2026-07-28
25605,9559,2023-06-11,218,6,457.94,2747.64,Pending,
25606,6940,2022-12-23,86,5,296.03,1480.15,Cancelled,
25607,9648,2023-08-23,428,2,200.74,401.48,Completed,2023-08-29
25608,171,2024-09-24,201,4,5.28,21.12,Completed,2024-09-27
25609,9585,2022-07-25,209,6,449.24,2695.44,Completed,2022-07-28
25610,8378,2025-09-01,154,9,287.21,2584.89,Cancelled,
25611,2177,2024-05-24,294,3,180.29,540.87,Pending,
25612,8259,2023-02-13,288,6,314.70,1888.20,Completed,2023-02-18
25613,805,2022-03-18,290,1,114.76,114.76,Completed,2022-03-22
25614,14,2025-01-19,158,3,377.45,1132.35,Completed,2025-01-21
25615,6598,2023-09-10,24,10,43.39,433.90,Pending,
25616,8372,2026-05-06,317,1,233.07,233.07,Completed,2026-05-13
25617,4060,2025-01-27,75,6,48.90,293.40,Pending,
25618,8110,2023-11-06,496,5,441.79,2208.95,Completed,2023-11-13
25619,7602,2022-10-04,357,7,300.19,2101.33,Completed,2022-10-05
25620,6175,2023-06-24,493,6,438.05,2628.30,Completed,2023-07-01
25621,3932,2025-04-01,179,5,484.84,2424.20,Completed,2025-04-05
25622,3120,2024-04-19,468,5,456.08,2280.40,Completed,2024-04-20
25623,5490,2026-03-11,304,8,107.13,857.04,Completed,2026-03-18
25624,3619,2026-03-06,363,9,99.55,895.95,Completed,2026-03-09
25625,1118,2025-07-30,451,2,368.54,737.08,Pending,
25626,9235,2022-04-26,266,9,182.53,1642.77,Completed,2022-04-30
25627,9115,2022-08-23,253,8,71.96,575.68,Pending,
25628,6766,2025-02-11,67,5,182.79,913.95,Completed,2025-02-15
25629,5635,2022-03-24,361,7,91.39,639.73,Completed,2022-03-28
25630,870,2024-02-15,407,7,369.35,2585.45,Completed,2024-02-15
25631,170,2023-03-31,78,6,473.71,2842.26,Completed,2023-04-01
25632,1580,2022-12-20,386,8,131.64,1053.12,Completed,2022-12-23
25633,9100,2024-02-29,237,2,202.64,405.28,Completed,2024-03-05
25634,3231,2024-09-01,348,4,104.69,418.76,Completed,2024-09-03
25635,1296,2026-06-15,426,3,317.16,951.48,Pending,
25636,1960,2022-11-12,106,2,86.63,173.26,Completed,2022-11-15
25637,473,2025-02-15,430,8,268.70,2149.60,Completed,2025-02-17
25638,1826,2023-06-17,472,4,14.38,57.52,Completed,2023-06-22
25639,8170,2025-10-21,212,6,153.54,921.24,Cancelled,
25640,6877,2026-06-08,306,4,419.64,1678.56,Completed,2026-06-15
25641,398,2023-02-16,427,4,395.87,1583.48,Pending,
25642,7853,2025-07-05,52,1,155.97,155.97,Completed,2025-07-09
25643,7717,2025-01-22,85,6,399.18,2395.08,Cancelled,
25644,519,2026-05-10,425,10,218.33,2183.30,Completed,2026-05-11
25645,3949,2025-11-26,56,10,50.35,503.50,Completed,2025-11-29
25646,1241,2023-10-19,155,5,6.82,34.10,Completed,2023-10-24
25647,2292,2022-10-27,186,6,480.53,2883.18,Completed,2022-10-28
25648,3908,2025-06-04,113,9,146.21,1315.89,Pending,
25649,2111,2024-12-25,85,6,399.18,2395.08,Completed,2024-12-27
25650,7022,2024-12-31,371,10,60.63,606.30,Completed,2024-12-31
25651,917,2024-10-09,52,10,155.97,1559.70,Completed,2024-10-11
25652,8660,2022-09-06,497,10,259.12,2591.20,Cancelled,
25653,8109,2026-08-06,118,8,92.94,743.52,Completed,2026-08-12
25654,8394,2024-05-01,169,7,400.24,2801.68,Completed,2024-05-05
25655,7472,2024-10-11,434,1,427.85,427.85,Completed,2024-10-16
25656,3770,2024-06-10,356,9,235.63,2120.67,Completed,2024-06-11
25657,7709,2022-07-23,121,10,178.20,1782.00,Completed,2022-07-26
25658,5356,2024-05-14,317,10,233.07,2330.70,Completed,2024-05-16
25659,2325,2022-08-28,302,1,416.44,416.44,Completed,2022-09-04
25660,1303,2024-10-21,318,8,29.58,236.64,Completed,2024-10-22
25661,4624,2024-07-23,212,4,153.54,614.16,Completed,2024-07-30
25662,9288,2023-03-10,181,6,391.95,2351.70,Completed,2023-03-14
25663,5013,2022-10-11,263,2,392.20,784.40,Completed,2022-10-17
25664,5175,2025-05-01,198,7,461.44,3230.08,Completed,2025-05-05
25665,6110,2025-03-21,162,1,160.88,160.88,Completed,2025-03-21
25666,3635,2022-11-07,412,8,136.18,1089.44,Completed,2022-11-07
25667,2987,2024-06-01,322,2,59.96,119.92,Pending,
25668,8436,2022-12-02,222,3,8.99,26.97,Completed,2022-12-05
25669,4360,2025-03-26,421,9,332.33,2990.97,Completed,2025-04-01
25670,2403,2026-05-02,429,1,178.19,178.19,Pending,
25671,8079,2022-02-23,407,1,369.35,369.35,Completed,2022-03-02
25672,4339,2026-05-07,369,10,332.53,3325.30,Completed,2026-05-09
25673,5668,2023-11-03,348,1,104.69,104.69,Completed,2023-11-08
25674,1604,2024-08-29,393,10,438.24,4382.40,Completed,2024-08-30
25675,842,2024-02-22,348,3,104.69,314.07,Completed,2024-02-26
25676,8896,2023-06-25,348,3,104.69,314.07,Completed,2023-06-28
25677,2009,2024-11-06,101,2,304.74,609.48,Completed,2024-11-08
25678,3726,2026-05-08,101,1,304.74,304.74,Pending,
25679,2933,2024-04-09,412,3,136.18,408.54,Completed,2024-04-12
25680,6090,2022-11-09,238,3,126.48,379.44,Completed,2022-11-14
25681,4221,2025-11-17,489,1,218.82,218.82,Completed,2025-11-17
25682,7155,2025-03-09,105,5,427.06,2135.30,Completed,2025-03-13
25683,3967,2024-07-14,235,1,166.88,166.88,Cancelled,
25684,8676,2025-09-30,309,1,135.60,135.60,Completed,2025-10-01
25685,1688,2023-04-05,494,10,24.12,241.20,Completed,2023-04-05
25686,1127,2024-07-12,486,7,157.22,1100.54,Completed,2024-07-12
25687,1434,2022-09-09,334,10,442.97,4429.70,Completed,2022-09-11
25688,8264,2024-03-30,247,6,357.73,2146.38,Completed,2024-04-02
25689,98,2023-07-27,372,2,332.08,664.16,Cancelled,
25690,9986,2024-04-20,18,4,367.47,1469.88,Completed,2024-04-24
25691,3505,2024-09-13,273,3,266.78,800.34,Completed,2024-09-20
25692,6904,2025-09-25,290,10,114.76,1147.60,Completed,2025-09-29
25693,3854,2024-02-16,345,8,224.34,1794.72,Completed,2024-02-17
25694,4517,2024-05-17,162,5,160.88,804.40,Completed,2024-05-21
25695,8653,2026-04-19,383,7,379.50,2656.50,Completed,2026-04-26
25696,6931,2022-05-08,347,4,121.00,484.00,Completed,2022-05-14
25697,6108,2023-08-12,160,2,180.17,360.34,Completed,2023-08-12
25698,3551,2022-01-15,1,6,128.55,771.30,Pending,
25699,3867,2022-09-22,68,4,416.02,1664.08,Completed,2022-09-24
25700,2594,2025-01-24,36,2,316.43,632.86,Completed,2025-01-27
25701,2618,2023-08-05,267,1,384.69,384.69,Cancelled,
25702,878,2023-05-18,389,4,318.28,1273.12,Completed,2023-05-23
25703,2352,2025-11-27,372,3,332.08,996.24,Completed,2025-11-29
25704,21,2025-01-13,289,9,59.86,538.74,Completed,2025-01-16
25705,8869,2025-09-19,273,8,266.78,2134.24,Pending,
25706,1694,2025-11-02,140,2,473.52,947.04,Completed,2025-11-06
25707,2170,2026-02-13,98,9,251.58,2264.22,Completed,2026-02-14
25708,3313,2026-08-29,276,6,476.43,2858.58,Completed,2026-08-31
25709,1842,2024-01-16,123,3,326.79,980.37,Pending,
25710,7104,2025-11-06,49,1,348.60,348.60,Completed,2025-11-06
25711,6644,2025-03-05,360,9,63.62,572.58,Completed,2025-03-07
25712,5705,2024-05-17,131,1,477.44,477.44,Completed,2024-05-18
25713,2870,2024-11-06,498,6,404.62,2427.72,Completed,2024-11-12
25714,3890,2024-08-21,56,4,50.35,201.40,Completed,2024-08-25
25715,8714,2023-03-11,209,2,449.24,898.48,Completed,2023-03-12
25716,244,2025-06-03,97,1,313.91,313.91,Completed,2025-06-07
25717,8045,2024-03-21,262,10,81.03,810.30,Pending,
25718,1377,2025-12-07,104,4,44.47,177.88,Completed,2025-12-13
25719,1843,2026-07-13,480,1,147.20,147.20,Completed,2026-07-17
25720,822,2026-08-05,482,7,64.24,449.68,Completed,2026-08-08
25721,664,2022-05-10,227,4,331.89,1327.56,Completed,2022-05-11
25722,8386,2023-12-10,377,3,145.32,435.96,Completed,2023-12-12
25723,7786,2023-06-14,34,10,268.68,2686.80,Pending,
25724,8644,2022-12-15,206,10,342.84,3428.40,Completed,2022-12-20
25725,6296,2023-04-15,43,8,274.67,2197.36,Completed,2023-04-15
25726,737,2022-06-03,23,7,440.17,3081.19,Completed,2022-06-09
25727,4456,2023-08-01,447,1,410.77,410.77,Completed,2023-08-05
25728,8720,2022-09-25,60,10,145.93,1459.30,Pending,
25729,2994,2023-11-02,31,6,321.17,1927.02,Completed,2023-11-05
25730,8134,2023-12-03,289,3,59.86,179.58,Completed,2023-12-06
25731,8403,2024-08-22,13,8,429.43,3435.44,Cancelled,
25732,3379,2022-04-20,478,2,446.39,892.78,Completed,2022-04-27
25733,2606,2025-08-20,7,10,37.08,370.80,Completed,2025-08-20
25734,8825,2026-05-13,229,4,211.61,846.44,Pending,
25735,5840,2024-06-27,403,4,316.60,1266.40,Completed,2024-07-02
25736,5763,2023-12-27,418,5,302.50,1512.50,Completed,2023-12-28
25737,5338,2025-01-16,472,3,14.38,43.14,Completed,2025-01-18
25738,9145,2026-05-05,264,3,54.76,164.28,Completed,2026-05-09
25739,4320,2024-01-14,268,2,164.68,329.36,Completed,2024-01-15
25740,4134,2026-04-27,148,7,7.83,54.81,Pending,
25741,3980,2025-06-17,175,9,186.85,1681.65,Pending,
25742,9191,2022-04-22,197,7,171.98,1203.86,Pending,
25743,1236,2022-05-13,198,2,461.44,922.88,Completed,2022-05-14
25744,3497,2023-02-01,157,1,139.19,139.19,Completed,2023-02-04
25745,3756,2023-07-04,172,9,159.88,1438.92,Completed,2023-07-11
25746,3194,2024-06-30,92,5,173.47,867.35,Cancelled,
25747,8014,2022-05-17,146,6,53.75,322.50,Completed,2022-05-21
25748,3600,2022-10-06,304,2,107.13,214.26,Completed,2022-10-09
25749,7676,2026-08-26,205,3,468.76,1406.28,Completed,2026-08-29
25750,8795,2025-11-20,27,4,151.46,605.84,Completed,2025-11-21
25751,8251,2024-09-20,232,1,406.22,406.22,Pending,
25752,7094,2023-04-29,105,4,427.06,1708.24,Completed,2023-04-30
25753,4204,2024-09-28,297,4,497.31,1989.24,Completed,2024-10-03
25754,4270,2024-02-15,232,10,406.22,4062.20,Completed,2024-02-21
25755,9911,2022-04-01,43,5,274.67,1373.35,Completed,2022-04-03
25756,6363,2025-05-08,1,5,128.55,642.75,Completed,2025-05-11
25757,3117,2023-10-13,219,1,259.04,259.04,Pending,
25758,8506,2026-02-14,213,3,340.15,1020.45,Completed,2026-02-20
25759,1360,2024-03-05,474,8,55.78,446.24,Completed,2024-03-06
25760,8838,2022-06-13,244,4,67.93,271.72,Completed,2022-06-20
25761,8964,2026-08-13,176,2,467.86,935.72,Pending,
25762,444,2023-10-18,407,5,369.35,1846.75,Cancelled,
25763,2784,2024-07-15,272,3,372.41,1117.23,Completed,2024-07-17
25764,4241,2024-09-03,185,5,422.52,2112.60,Pending,
25765,7416,2024-03-08,444,3,263.37,790.11,Completed,2024-03-15
25766,1837,2022-06-17,11,10,225.64,2256.40,Cancelled,
25767,2696,2026-02-06,466,1,90.75,90.75,Completed,2026-02-09
25768,5496,2025-12-10,8,6,22.15,132.90,Completed,2025-12-13
25769,6519,2025-03-07,500,8,113.46,907.68,Cancelled,
25770,6783,2025-02-27,179,5,484.84,2424.20,Completed,2025-03-04
25771,5692,2022-10-11,261,6,64.16,384.96,Completed,2022-10-17
25772,2380,2023-04-08,139,1,454.13,454.13,Pending,
25773,4526,2024-03-05,181,8,391.95,3135.60,Cancelled,
25774,9478,2022-12-15,245,3,470.14,1410.42,Completed,2022-12-21
25775,143,2022-08-14,262,3,81.03,243.09,Completed,2022-08-20
25776,6532,2022-05-09,358,9,41.05,369.45,Completed,2022-05-13
25777,4348,2026-02-14,323,5,161.09,805.45,Cancelled,
25778,2892,2022-03-26,118,2,92.94,185.88,Pending,
25779,6212,2022-06-25,280,6,227.22,1363.32,Completed,2022-06-28
25780,8170,2024-08-04,491,2,297.74,595.48,Completed,2024-08-05
25781,9325,2022-05-11,460,9,157.69,1419.21,Completed,2022-05-14
25782,2203,2025-08-07,273,2,266.78,533.56,Completed,2025-08-12
25783,398,2022-06-14,229,9,211.61,1904.49,Completed,2022-06-18
25784,8671,2023-09-08,178,9,349.63,3146.67,Completed,2023-09-08
25785,8086,2023-01-27,309,7,135.60,949.20,Completed,2023-01-29
25786,2026,2026-01-19,360,1,63.62,63.62,Pending,
25787,8744,2022-03-16,175,9,186.85,1681.65,Completed,2022-03-23
25788,6433,2025-12-18,300,10,126.76,1267.60,Completed,2025-12-23
25789,752,2026-02-08,284,4,424.85,1699.40,Pending,
25790,2556,2025-04-18,209,9,449.24,4043.16,Completed,2025-04-20
25791,9054,2022-04-13,115,10,241.14,2411.40,Pending,
25792,6145,2024-12-03,120,6,116.68,700.08,Pending,
25793,5970,2022-12-28,192,6,42.10,252.60,Completed,2022-12-28
25794,3309,2025-08-13,27,4,151.46,605.84,Completed,2025-08-13
25795,6717,2022-10-04,242,10,169.79,1697.90,Cancelled,
25796,2177,2026-06-21,127,2,257.30,514.60,Completed,2026-06-24
25797,2565,2025-04-14,16,2,265.61,531.22,Completed,2025-04-15
25798,1303,2022-07-28,85,10,399.18,3991.80,Completed,2022-07-29
25799,6298,2026-05-16,238,9,126.48,1138.32,Completed,2026-05-20
25800,2246,2025-01-09,80,4,101.09,404.36,Completed,2025-01-09
25801,3116,2023-10-11,86,1,296.03,296.03,Completed,2023-10-15
25802,3937,2025-09-12,255,7,482.09,3374.63,Pending,
25803,9349,2023-11-29,162,2,160.88,321.76,Completed,2023-11-30
25804,9055,2026-07-26,446,7,214.55,1501.85,Completed,2026-08-02
25805,116,2025-01-05,123,4,326.79,1307.16,Completed,2025-01-11
25806,8760,2023-06-27,301,2,155.82,311.64,Completed,2023-07-01
25807,7043,2024-07-14,165,8,103.71,829.68,Completed,2024-07-16
25808,9762,2024-03-15,275,6,406.36,2438.16,Completed,2024-03-21
25809,2882,2022-06-21,284,6,424.85,2549.10,Completed,2022-06-22
25810,6803,2025-08-29,385,9,480.93,4328.37,Completed,2025-09-02
25811,3093,2023-08-04,492,2,137.00,274.00,Completed,2023-08-08
25812,6919,2022-11-07,206,3,342.84,1028.52,Completed,2022-11-10
25813,959,2023-06-16,162,3,160.88,482.64,Completed,2023-06-18
25814,558,2022-07-23,147,7,197.93,1385.51,Completed,2022-07-24
25815,4947,2025-11-25,83,1,201.24,201.24,Completed,2025-11-26
25816,2168,2024-01-07,100,1,46.80,46.80,Pending,
25817,5336,2022-01-21,412,6,136.18,817.08,Cancelled,
25818,1436,2025-10-05,261,1,64.16,64.16,Completed,2025-10-07
25819,6856,2026-03-01,22,2,465.43,930.86,Completed,2026-03-06
25820,4577,2023-05-24,258,4,213.68,854.72,Pending,
25821,883,2025-02-27,427,6,395.87,2375.22,Completed,2025-02-27
25822,3783,2025-07-03,75,9,48.90,440.10,Completed,2025-07-03
25823,6638,2024-01-30,270,2,324.96,649.92,Completed,2024-02-02
25824,2532,2024-09-07,253,3,71.96,215.88,Completed,2024-09-10
25825,8309,2022-12-12,107,9,207.81,1870.29,Cancelled,
25826,1739,2023-09-02,106,7,86.63,606.41,Completed,2023-09-06
25827,3418,2024-02-13,98,5,251.58,1257.90,Completed,2024-02-19
25828,5490,2025-12-24,387,8,158.26,1266.08,Completed,2025-12-29
25829,4178,2023-02-26,368,10,397.53,3975.30,Pending,
25830,294,2022-02-08,199,8,377.12,3016.96,Completed,2022-02-13
25831,7944,2026-06-27,382,8,133.09,1064.72,Completed,2026-06-27
25832,110,2025-09-14,110,3,235.47,706.41,Completed,2025-09-21
25833,5967,2022-11-26,116,1,46.39,46.39,Completed,2022-12-01
25834,3382,2026-08-06,495,6,463.57,2781.42,Completed,2026-08-12
25835,6904,2023-12-14,206,2,342.84,685.68,Completed,2023-12-17
25836,5509,2025-10-27,152,1,183.64,183.64,Completed,2025-10-30
25837,596,2022-11-04,257,6,188.54,1131.24,Completed,2022-11-08
25838,2142,2025-01-01,42,4,330.07,1320.28,Completed,2025-01-03
25839,4624,2024-07-24,25,9,278.29,2504.61,Completed,2024-07-24
25840,8517,2025-03-16,258,6,213.68,1282.08,Pending,
25841,6692,2026-08-12,154,3,287.21,861.63,Completed,2026-08-12
25842,9386,2024-08-16,158,5,377.45,1887.25,Completed,2024-08-22
25843,3149,2026-05-29,319,6,448.51,2691.06,Completed,2026-06-01
25844,5739,2024-04-04,83,9,201.24,1811.16,Completed,2024-04-08
25845,5768,2022-08-19,449,10,17.57,175.70,Completed,2022-08-25
25846,2567,2026-07-15,290,4,114.76,459.04,Cancelled,
25847,6779,2025-08-13,11,10,225.64,2256.40,Completed,2025-08-16
25848,1039,2023-11-22,112,5,248.01,1240.05,Completed,2023-11-25
25849,3577,2023-10-27,102,5,242.19,1210.95,Completed,2023-11-02
25850,3327,2024-10-27,169,1,400.24,400.24,Completed,2024-10-31
25851,9252,2024-11-13,322,6,59.96,359.76,Completed,2024-11-19
25852,6597,2023-07-22,418,2,302.50,605.00,Completed,2023-07-23
25853,6865,2025-10-10,132,3,477.13,1431.39,Completed,2025-10-10
25854,1320,2025-06-02,209,6,449.24,2695.44,Completed,2025-06-08
25855,8287,2022-09-11,227,3,331.89,995.67,Completed,2022-09-15
25856,9298,2022-10-24,283,6,104.13,624.78,Pending,
25857,3701,2022-05-24,245,1,470.14,470.14,Completed,2022-05-26
25858,6572,2024-02-14,22,1,465.43,465.43,Completed,2024-02-20
25859,6724,2023-06-22,483,8,30.76,246.08,Completed,2023-06-23
25860,2394,2023-05-06,83,6,201.24,1207.44,Completed,2023-05-09
25861,7728,2024-01-11,421,7,332.33,2326.31,Completed,2024-01-11
25862,4215,2024-04-05,64,9,271.93,2447.37,Completed,2024-04-10
25863,8983,2022-09-27,161,2,241.20,482.40,Completed,2022-10-01
25864,5900,2022-02-21,89,4,212.12,848.48,Pending,
25865,7009,2025-09-02,101,4,304.74,1218.96,Completed,2025-09-07
25866,8241,2025-02-06,49,3,348.60,1045.80,Completed,2025-02-08
25867,182,2023-01-12,271,10,148.64,1486.40,Completed,2023-01-19
25868,659,2024-11-18,380,5,395.73,1978.65,Completed,2024-11-22
25869,2345,2025-12-21,107,2,207.81,415.62,Completed,2025-12-26
25870,3641,2025-04-14,43,1,274.67,274.67,Cancelled,
25871,5773,2024-11-15,71,3,11.63,34.89,Completed,2024-11-17
