product_id,product_name,category,price,cost,stock_quantity,reorder_level
420,LightGoldenRodYellow Books Student 0420,Books,131.43,82.80,958,83
421,DarkOrange Sports Write 0421,Sports,332.33,119.64,188,95
422,OldLace Beauty National 0422,Beauty,229.79,176.94,562,88
423,Tomato Sports Let 0423,Sports,261.90,123.09,784,51
424,Maroon Beauty Range 0424,Beauty,424.00,279.84,48,89
425,OrangeRed Books Over 0425,Books,218.33,117.90,607,91
426,Magenta Electronics Might 0426,Electronics,317.16,180.78,285,66
427,Khaki Electronics For 0427,Electronics,395.87,249.40,186,69
428,Lavender Sports West 0428,Sports,200.74,128.47,459,59
429,Lavender Sports White 0429,Sports,178.19,85.53,499,63
430,Moccasin Clothing Sister 0430,Clothing,268.70,177.34,240,25
431,DeepPink Beauty Particularly 0431,Beauty,223.60,156.52,179,34
432,DarkGreen Books Year 0432,Books,448.17,156.86,867,15
433,DarkSeaGreen Books Million 0433,Books,402.45,221.35,212,49
434,LightYellow Beauty Another 0434,Beauty,427.85,183.98,701,15
435,SpringGreen Clothing Camera 0435,Clothing,490.81,363.20,491,66
436,Cyan Beauty Total 0436,Beauty,225.35,101.41,243,7
437,PapayaWhip Beauty Very 0437,Beauty,331.74,228.90,481,86
438,Maroon Books Good 0438,Books,325.11,234.08,205,16
439,Gray Sports Debate 0439,Sports,152.33,92.92,479,41
440,PaleGreen Sports Arrive 0440,Sports,181.60,143.46,533,70
441,Lavender Electronics Significant 0441,Electronics,472.27,325.87,307,69
442,GoldenRod Home Research 0442,Home,76.36,36.65,632,25
443,Purple Beauty Protect 0443,Beauty,66.16,50.28,916,50
444,LightGoldenRodYellow Clothing First 0444,Clothing,263.37,94.81,29,12
445,SandyBrown Books Staff 0445,Books,132.22,88.59,847,25
446,Crimson Books Enjoy 0446,Books,214.55,139.46,541,48
447,Gray Sports Prevent 0447,Sports,410.77,242.35,186,56
448,Blue Books Difference 0448,Books,53.65,37.02,423,45
449,LightSeaGreen Beauty North 0449,Beauty,17.57,9.31,505,99
450,PaleGoldenRod Books Sound 0450,Books,69.92,49.64,325,5
451,DarkTurquoise Sports News 0451,Sports,368.54,162.16,344,13
452,DarkRed Clothing Worry 0452,Clothing,344.92,144.87,275,75
453,Aquamarine Books Enter 0453,Books,489.33,313.17,222,100
454,LightCyan Beauty Cause 0454,Beauty,283.22,127.45,123,58
455,Magenta Clothing Scientist 0455,Clothing,222.37,95.62,42,58
456,FireBrick Sports Same 0456,Sports,345.16,169.13,653,61
457,WhiteSmoke Clothing Adult 0457,Clothing,482.67,304.08,207,43
458,Brown Electronics Term 0458,Electronics,481.82,351.73,746,100
459,DarkMagenta Books Hour 0459,Books,31.15,23.99,193,94
460,LightSlateGray Home Glass 0460,Home,157.69,89.88,293,23
461,LightSlateGray Books A 0461,Books,53.75,22.58,661,65
462,DeepSkyBlue Electronics Recognize 0462,Electronics,247.62,89.14,954,27
463,Yellow Home Always 0463,Home,486.55,180.02,654,24
464,MintCream Home Author 0464,Home,17.25,8.97,974,96
465,RosyBrown Home Car 0465,Home,195.22,126.89,612,12
466,GoldenRod Beauty Either 0466,Beauty,90.75,70.78,146,39
467,LightSalmon Clothing Service 0467,Clothing,153.48,90.55,47,45
468,MediumBlue Sports Sign 0468,Sports,456.08,159.63,323,56
469,DodgerBlue Home Manage 0469,Home,343.43,206.06,588,34
470,DarkSlateGray Electronics Mission 0470,Electronics,0.00,0.00,714,42
471,MediumSlateBlue Beauty Eat 0471,Beauty,476.19,247.62,829,50
472,Thistle Books Build 0472,Books,14.38,8.63,349,18
473,Gold Clothing Cold 0473,Clothing,206.11,136.03,615,31
474,Fuchsia Clothing Other 0474,Clothing,55.78,40.72,33,80
475,LightCoral Electronics Line 0475,Electronics,113.18,66.78,485,81
476,IndianRed Home Change 0476,Home,453.40,222.17,899,99
477,AliceBlue Books Do 0477,Books,19.14,15.12,7,10
478,MediumSpringGreen Electronics Marriage 0478,Electronics,446.39,223.20,246,35
479,DarkOliveGreen Home Herself 0479,Home,316.18,233.97,347,59
480,SkyBlue Sports Two 0480,Sports,147.20,111.87,701,6
481,Brown Beauty Report 0481,Beauty,177.15,63.77,466,28
482,AliceBlue Beauty Small 0482,Beauty,64.24,33.40,132,45
483,SeaGreen Sports Require 0483,Sports,30.76,22.45,967,28
484,Turquoise Beauty Difficult 0484,Beauty,242.33,89.66,693,96
485,DarkViolet Beauty Part 0485,Beauty,219.55,171.25,987,5
486,Khaki Sports Story 0486,Sports,157.22,70.75,844,80
487,PapayaWhip Sports Political 0487,Sports,215.58,99.17,326,75
488,DarkSlateBlue Electronics Skill 0488,Electronics,0.00,0.00,890,65
489,Teal Beauty Ability 0489,Beauty,218.82,126.92,219,11
490,ForestGreen Clothing Moment 0490,Clothing,14.32,15.32,732,29
491,NavajoWhite Home Approach 0491,Home,297.74,169.71,872,37
492,DarkSalmon Beauty Break 0492,Beauty,137.00,102.75,364,22
493,Plum Home Learn 0493,Home,438.05,162.08,385,19
494,PaleVioletRed Electronics How 0494,Electronics,24.12,14.47,640,64
495,Gainsboro Clothing Culture 0495,Clothing,463.57,254.96,862,71
496,Tomato Clothing Base 0496,Clothing,441.79,353.43,753,39
497,Cyan Sports Since 0497,Sports,259.12,137.33,227,51
498,FireBrick Electronics Turn 0498,Electronics,404.62,194.22,69,69
499,Maroon Clothing Glass 0499,Clothing,58.15,41.87,982,58
500,Orange Sports Just 0500,Sports,113.46,49.92,504,33
